거침없는우다다학교(구.도시속작은학교),부산시 금정구 청룔동 299번지,051-514-8812,,051-514-8784,www.udada.or.kr,미상
거학초등학교,부산광역시 연제구 거제1동 240(교대로 76),051-502-4249,,051-503-8031,www.geohak.es.kr,미상
건강가정지원센터,부산광역시 해운대구 좌1동양운로 110 주민센터 2층,051-330-3470,,051-363-3881,http://www.familynet.or.kr/,미상
건국중학교,부산광역시 사하구 승학로 17번길 76-8번지,051-202-6298,,051-204-3530,www.keonkuk.ms.kr,미상
경남여자중학교,부산광역시 동구 초량중로 142(수정1동),051-460-0706,,051-466-2414,gyeongnam-gm.ms.kr,미상
경성전자고등학교,부산광역시 서구 서대신동3가 184번지(꽃마을로25),051-253-2454,,051-255-0472,http://kse.hs.kr/,미상
경일고등학교,부산광역시 강서구 영강둑길 85 (명지동299번지),051-271-2371,,051-271-2078,www.ki.hs.kr,미상
경일중학교,부산광역시 강서구 영강길 153-42(명지동),051-271-2428,,051-271-3933,gyeongil.ms.kr,미상
공덕초등학교,부산광역시 금정구 두구동 224-1(대두1길 6),051-508-1893,,051-508-4761,www.kongduk.es.kr,미상
공창노인교실,부산광역시 북구 금곡동53-1번지,051-363-2063,,051-363-2067,www.gongchang.or.kr,미상
과정초등학교,부산광역시 연제구 연산9동 473-1(연잎5로 27),051-758-8943,,051-758-8944,www.kwajung.es.kr,미상
과학교육원,부산시 연제구 토곡로 70,051-750-1262,mjs5427@korea.kr,051-759-0916,http://www.bise.go.kr/,미상
관음노인대학 (개금종합사회복지관 부설),부산광역시 부산진구 개금3동1-1번지,051-893-5034,,051-896-6959,good.bulgukto.or.kr,미상
광무여자중학교,부산광역시 부산진구 개금3동 백양관문로 55,051-605-1701,,051-896-1668,www.kwangmu-g.ms.kr,미상
광안중학교,부산광역시 수영구 연수로310번길 127,051-750-3102,,051-750-3103,gwangan.ms.kr,미상
광안초등학교,부산광역시 수영구 광안2동 154(한바다중길 35),051-790-2205,,051-754-4421,www.kwangan.es.kr,미상
광일초등학교,부산광역시 중구 중구로 74,051-603-5112,@,051-603-5119,http://www.gwangil.es.kr,미상
괘법초등학교,부산광역시 사상구 괘법동  556-2(온누리길189),051-315-4347,,051-315-4348,www.gaebup.es.kr,미상
괴정초등학교,부산광역시 사하구 낙동대로 152,051-220-0500,@@@,051-292-5897,http://www.koejeong.es.kr,미상
교동초등학교,부산광역시 동래구 명륜2동 105-1(교동길 171),051-554-3362,,051-553-8316,www.kd.es.kr,미상
교리초등학교,부산광역시 기장군 교리 243-1(기장중앙로 439),051-720-0507,,051-720-0573,kyoree.es.kr,미상
구남중학교,부산광역시 북구 백양대로 1016번길 38번지(구포동),051-330-5810,,051-330-5819,www.gunam.ms.kr,미상
구남초등학교,부산광역시 북구 구포2동 1076-1(구남새싹1길 55),051-336-6606,,051-337-6369,kunam.es.kr,미상
구덕고등학교,부산 사상구 학감대로 81,051-322-0054,,051-312-0803,www.gudeok.hs.kr,미상
구덕어르신교실 사회복지법인구덕원 부설,부산광역시 사상구 학장동113-2,051-325-6331~3,,051-325-6334,www.dementia.busan.kr,미상
구덕초등학교,부산광역시 서구 보수대로 312,051-242-6600,@@@@,051-247-1996,http://www.gudeok.es.kr,미상
구서여자중학교,부산광역시 금정구 금강로 453번길 26-12,051-580-5757,,051-580-5750,www.guseo.ms.kr,미상
구서초등학교,부산 금정구 구서2동 752(벚꽃2로 3),051-516-2993,,051-516-2996,www.kuseo.es.kr,미상
구세군신애관,부산시 남구 대연3동29-9,051-623-3254,,051-623-3901,http://happylog.naver.com/refamily.do,미상
구세군여성복지관,부산시 남구 대연3동29-9,051-623-3901,,,,미상
구평초등학교,부산광역시 사하구 사하로 9,051-220-2500,@@@@,051-262-0048,http://www.gupyong.es.kr,미상
구포3동윤리경로대학,부산광역시 북구 구포3동1239-14번지,051-337-3166,,,,미상
구포제일교회 노인대학,부산광역시 북구 구포1동717-20번지,051-331-6781,,051-331-6786,http://www.gupojeil.or.kr/,미상
구포중학교,부산 북구 구포2동 1139번지(백양대로 1016번길 다길31),051-334-2202,,051-331-8227,www.gupo.ms.kr,미상
구포초등학교,부산광역시 북구 구포2동 725(구포새싹1길 14),051-330-5907,,051-330-5999,gupo.es.kr,미상
국제평생교육원,"부산광역시 연제구 중앙대로 1217, 4층",051-500-5166,ssun@kookje.co.kr,051-500-5226,,미상
그리스도정신요양원,부산시 서구 아미동2가89-155,051-257-0103,,051-245-0137,http://www.happymental.net/,미상
근로청소년복지회관,부산광역시 사상구 덕포동247-6,051-301-3776,,051-304-8222,http://www.youth.busan.kr,미상
금강지역아동센터,부산시 동래구 온천동260-2,051-555-0887,,,,미상
금강초등학교,부산광역시 동래구 온천3동 1263(교동길 171),051-590-0608,,051-505-9874(9878),www.geumgang.es.kr/,미상
금곡고등학교,부산 북구 금곡동 1892번지(화명신도시로 236),051-334-0996,,051-334-0995,www.geumgok.hs.kr/,미상
금곡자연 노인대학,부산광역시 북구 금곡동810-1번지,051-331-4674,,,,미상
금곡중학교,부산광역시 북구 금곡동 99-2(효열로 124),051-330-0860,,051-330-0898,www.kumgok.ms.kr,미상
금곡초등학교,부산광역시 북구 금곡동 99-1(효열로 136),051-361-0035,,051-361-0075,www.geumgok.es.kr,미상
금명중학교,부산광역시 북구 금곡동 1893번지(용수로 232),051-330-4501~2,,051-330-4507,geummyeong.ms.kr/,미상
금명초등학교,부산광역시 북구 금곡동 1896(용수로 215),051-364-1839,,051-364-1841,www.geummyeong.es.kr,미상
금사초등학교,부산광역시 금정구 서3동 41-3(내곡2로),051-523-8494,,051-523-8455,www.kumsa.es.kr,미상
금샘초등학교,부산광역시 금정구 남산동 561-3(금샘로 525),051-519-0803,,051-518-0948,www.geumsaem.es.kr,미상
금성기술전문학원,부산광역시 부산진구 양정동310-3번지,051-864-0535~7/806-2,,051-864-0538,http://www.kstech.co.kr,미상
금성중학교,부산광역시 동구 증산로 83,051-632-0803,,051-647-9707,www.geumseong.ms.kr,미상
금성초등학교,부산광역시 금정구 금성동 609(중리1길 11),051-517-7040,,051-517-8690,www.gumseang.es.kr,미상
금양중학교,부산광역시 금정구 기찰로22번길 37,051-580-0606,,051-580-0607,geumyang.ms.kr,미상
금양초등학교,부산광역시 금정구 부곡3동 63-27,051-583-5882,,051-583-5883,www.KumYang.es.kr,미상
금정고등학교,부산광역시 동래구 명장로 63번길 60-14,051-527-3252,,051-521-3113,www.keumjeong.hs.kr,미상
금정구 구서1동 주민자치센터,부산시 금정구 구서1동1063,051-519-5413,dkbaby@korea.kr,051-519-4946,http://jumin.busan.go.kr/dong/seo1/main/main.jsp,미상
금정보건소,부산광역시 금정구 부곡동78번지(중앙로 1777),051-519-5104,,051-519-5059,http://health.geumjeong.go.kr/,미상
금정전자공고,부산 금정구 서3동 76번지,051-540-0100,,051-540-0107,http://www.kumjong.hs.kr,미상
금정중학교,부산광역시 금정구 중앙대로 2104,051-517-3986,,051-517-3982,kumjung.ms.kr,미상
금정초등학교,부산광역시 금정구 장전3동 348-1(금강로 496),051-582-4583,,051-515-6198,www.gumjeong.es.kr,미상
금창초등학교,부산광역시 북구 금곡동 56-2(금창새싹길 10),051-362-2180,,051-362-2183,www.geumchang.es.kr,미상
기장군 철마면 주민자치센터,부산 기장군 철마면 와여리546번지,051-709-5272,kjh4471@korea.kr,051-709-4444,http://jumin.busan.go.kr/dong/cheolma/main/main.jsp,미상
기장중학교,부산광역시 기장군 기장읍 읍내로 120번지,051-709-3800,@,051-722-4294,http://gijang.ms.kr/,미상
기장초등학교,부산광역시 기장군 기장읍 동부리 320(읍내1길 119),051-722-8994,,051-722-8995,www.gijang.es.kr,미상
김정희양재학원,부산광역시 해운대구 좌3동1270-1 정선빌딩 201,051-742-1764,,051-747-1764,http://www.kjhyj.com/,미상
낙동강하구에코센터,부산시 사하구 낙동남로1240,051-209-2000,,051-209-2099,http://wetland.busan.go.kr/main/,미상
낙동중학교,부산광역시 강서구 대저1동 159번지,051-971-0009,,051-973-4597,www.nak-dong.ms.kr,미상
낙동지역아동센터,부산 북구 구포1동718-25,051-333-1848,,051-335-1848,http://happylog.naver.com/sunmam.do,미상
낙동초등학교,부산광역시 사하구 제석로 41,051-207-7632,@,051-207-7634,http://www.nagdong.es.kr,미상
남광아동복지원,부산시 금정구 노포동산15,051-508-2923,,051-508-1985,http://cafe.daum.net/nkopng/,미상
남구 감만1동 주민자치센터,부산시 남구 감만1동141-3,051-607-4812,,051-607-6839,http://jumin.busan.go.kr/dong/gamman1/main/main.jsp,미상
남구 감만2동 주민자치센터,부산시 남구 감만2동 20-1,051-607-6842,,051-607-6849,http://jumin.busan.go.kr/dong/gamman2/main/main.jsp,미상
남구 대연4동 주민자치센터,부산시 남구 대연4동1090-14 (석포2길 3),051-607-6676,,051-607-4944,http://jumin.busan.go.kr/dong/daeyeon4/main/main.jsp,미상
남구 자원봉사센터,부산시 남구 문현동 지게골로 52-15,051-636-1365,,051-636-3818,http://vt.bsnamgu.go.kr/,미상
남도여자중학교,부산광역시 영도구 신선동2가 102,051-416-3763,,051-416-3753,namdo.ms.kr,미상
남문초등학교,부산광역시 연제구 거제1동 1474(법원6로 15),051-507-0523,,051-507-0525,nammun.es.kr,미상
남부민초등학교,부산광역시 서구 천마로 153,051-244-3988,@,051-256-2545,http://www.nambumin.es.kr,미상
남산성당 노인대학,부산광역시 금정구 남산동993-9,051-583-6314,,051-583-6320,http://namsan.pbcbs.co.kr/,미상
남산중학교,부산광역시 금정구 금단로 114(남산동),051-580-0706,,051-580-0740,www.p-namsan.ms.kr,미상
남산초등학교,부산광역시 금정구 남산동 59-2(금강로 1326번지),051-513-7513,,051-513-7451,www.pusannamsan.es.kr,미상
남일중학교,부산광역시 동래구 온천천로 531번길 49,051-531-0508,,051-522-6811,www.namil.ms.kr,미상
남천중학교,부산광역시 남구 황령대로 492번길71(대연동),051-624-5309,,051-625-8879,www.namcheon.ms.kr,미상
남천초등학교,부산광역시 수영구 남천1동 69-27(남천역1길22),051-621-0429,,051-621-0749,www.namcheon.es.kr,미상
남항초등학교,부산광역시 영도구 남항새싹길 55,051-410-0483,@,051-417-4143,http://namhang.es.kr/,미상
내리초등학교,부산광역시 기장군 기장읍 내리 소정안길 50번지,051-745-3105,,051-723-3198,http://naeri.es.kr/,미상
내산초등학교,부산광역시 동래구 온천2동 700-1(내산새싹길 107),051-552-9885,,051-553-7353,www.naesan.es.kr,미상
내성중학교,부산광역시 동래구 온천3동 1458-20,051-505-0813,,051-504-8691,www.naesung.ms.kr,미상
내원노인교실,부산광역시 사하구 다대1동1548-12,051-264-9033,,051-264-9032,http://www.molun.org/,미상
노인건강센터,부산시 사상구 학장동113-6,051-325-6331~5,,051-325-6334,http://www.bsdc.or.kr/,미상
노인과복지(미래사회교육원),부산시 동구 초량3동 1143-13 YMCA Bd.9층,051-440-3030,,051-440-3032,http://www.scw.or.kr/,미상
노인컴퓨터교실,부산광역시 연제구 연산2동761-11,051-851-6125,,051-867-1059,,미상
노주영쯔지직업전문학교,"부산시 부산진구 전포2동 660-1 한신밴O/T 6,8,15층",051-811-2201,,051-811-2090,http://www.njy.co.kr/,미상
녹명초등학교,부산광역시 강서구 녹산동 228(낙동남로 726),051-971-6568,,051-972-1353,www.nokmng.es.kr,미상
녹산중학교,부산광역시 강서구 녹산동 124,051-971-5042,,051-971-5124,www.noksan.ms.kr,미상
늘푸른노인대학,부산광역시 북구 덕천1동814-4번지,051-342-8206,,051-342-8207,,미상
다대고등학교,부산광역시 사하구 다대낙조2길 199,051-265-9806,,051-266-2695,www.dadae.hs.kr,미상
다대중학교,부산광역시 사하구 다대로 554번길 33,051-262-5811,,051-262-5810,dadae.ms.kr,미상
다대초등학교,부산광역시 사하구 다대로 499,051-261-0880,@,051-263-3563,http://dadae.es.kr,미상
다비다모자원,부산시 서구 서대신동3가147,051-244-2508,,051-244-2608,http://www.davida.or.kr/htm/default.htm,미상
다사랑노인대학,부산광역시 금정구 부곡2동377-1,051-581-3597,,051-517-3512,,미상
다선중학교,부산광역시 사하구 다대1동 1549-3(다대5지구길 69),051-266-2506,,051-266-2505,http://dasun.ms.kr/,미상
다선초등학교,부산광역시 사하구 다송로 57,051-262-0887,@,051-266-0665,http://dasun.es.kr,미상
다송중학교,부산광역시 사하구 다대2동 95번지(다송로55),051-264-7653,,051-265-1814,www.dasong.ms.kr,미상
다송초등학교,"부산광역시 사하구 다대로 381번길 , 17",051-260-5800,@,051-265-4687,http://www.dasong.es.kr,미상
달북 청소년공부방,부산광역시 동래구 온천동1610-7,051-505-7673,,051-505-4901,,미상
달북초등학교,부산광역시 동래구 온천3동 1602(쇠미로 294),051-504-8791,,051-502-6980,www.dalbuk.es.kr,미상
당감초등학교,부산광역시 부산진구 당감로 22-5,051-897-0087,@@,051-896-1114,http://www.danggam.es.kr,미상
당리중학교,부산광역시 사하구 당리대로 356번길 22,051-200-2201,,051-205-8808,dangni.ms.kr,미상
당리초등학교,부산광역시 사하구 다대로22번길 12,051-208-4602,@,051-208-4603,http://www.dangni.es.kr,미상
당평초등학교,부산광역시 부산진구 백양대로136번길 26,051-890-8500,@,051-897-0416,http://www.dangpyung.es.kr,미상
대교교육문화센터,부산광역시 해운대구 좌동1466-2번지,051-709-0229,,,,미상
대교초등학교,부산광역시 영도구 봉래나루로246번길 19,051-410-2500,@,051-412-8957,http://daegyo.es.kr,미상
대남초등학교,부산광역시 남구 황령대로353번길 9-55,051-622-9435,@,051-622-9436,http://daenam.es.kr/,미상
대덕직업전문학교,부산광역시 금정구 오륜동625,-,,,,미상
대동중학교,부산광역시 사하구 신평2동 산41-10(대동중고길 13),051-292-5120,,051-207-1263,dd.ms.kr,미상
대사초등학교,부산광역시 강서구 강동동  101-64(대사3길 29),051-970-0304,,051-972-9589,psdaesa.es.kr,미상
대산직업전문학교,부산시 연제구 거제동18-1번지,051-867-0770,,051-867-4994,www.daesanit.or.kr,미상
대신여자중학교,부산광역시 서구 동대신동2가 87-9(대신여중길 77),051-248-1814,,051-242-4393,www.daesin-g.ms.kr,미상
대신초등학교,부산광역시 서구 대신로 63,051-240-0800,@,051-225-1598,http://daesin.es.kr,미상
대양전자정보고등학교,부산광역시 남구 지게골로 128-27,051-640-0515,,051-640-0640,www.daeyang.hs.kr,미상
대연중학교,부산광역시 남구 천제등로 16번길 81(대연동),051-632-0142,,051-647-9703,www.daeyeon.ms.kr,미상
대연초등학교,부산광역시 남구 진남로18번길 11,051-610-7600,@@@@,051-627-6494,http://www.daeyeon.es.kr,미상
대저중앙초등학교,부산광역시 강서구 대저2동 3611-3(중앙새싹1길 48),051-972-3885,,051-972-9094,www.djjang.es.kr,미상
대저중학교,부산광역시 강서구 대저2동 2038(도서관실 108),051-973-7704,,051-973-7707,daejeo.ms.kr,미상
대천리중학교,부산광역시 북구 화명2동 509(산성로87-15),051-366-0706~7,,51-361-5915,www.daechonli.ms.kr,미상
대천리초등학교,부산광역시 북구 화명동 507(산성길 822),051-366-2704,,051-362-6624,www.daechunlee.es.kr,미상
대천중학교,부산광역시 남구 신선로 491(대연동),051-622-7180,,051-621-1666,www.daecheon.ms.kr,미상
대천초등학교,부산광역시 남구 조각공원로 19,051-622-0272,@,051-625-8291,http://www.daechon.es.kr,미상
대청중학교,부산광역시 기장군 기장읍 차성서로 3,051-720-0603,,051-721-6024,www.daicheong.ms.kr,미상
대청초등학교,부산광역시 기장군 기장읍 대라리 226번지 대청초등학교,051-723-0923,,051-723-0927,www.daechung.es.kr/,미상
대평초등학교,부산광역시 영도구 절영로 82,051-416-1937,@,051-412-4359,http://daepyung.es.kr/,미상
대한능력개발연구원,부산광역시 부산진구 전포동690-4번지,051-809-0388,,,,미상
대한상공회의소부산인력개발원,부산광역시 남구 용당동산 9번지,051-626-4260,,051-626-4293,ps.korchamhrd.net,미상
덕도초등학교,부산광역시 강서구 강동동 2273-1(상덕로139),051-972-9627,,051-972-9870,dukdo.es.kr,미상
덕명여자중학교,부산광역시 부산진구 전포3동 471(봉수로13),051-802-4632,,051-816-7992,www.deokmyeong.ms.kr,미상
덕문여자고등학교,부산광역시 수영구 연수로 310번길 114,051-756-1802,,051-751-0920,www.dukmoon.hs.kr,미상
덕문중학교,부산광역시 강서구 천가길 346(성북동),051-971-2702,,051-971-2650,www.duckmun.ms.kr,미상
덕상초등학교,부산광역시 사상구 덕포2동 775-1(즐거운길 78),051-304-1497,,051-305-4117,www.deoksang.es.kr,미상
덕성노인대학,부산광역시 북구 덕천1동357-4,051-333-0086,,,,미상
덕성보육원,부산시 해운대구 중동718-6,051-742-4820,,,,미상
덕성초등학교,부산광역시 북구 덕천동 323-5(덕성새싹1길 43),051-332-9332,,051-342-9855,www.dsedu.es.kr,미상
덕양초등학교,부산광역시 북구 만덕3동 774-20(주지봉길 42),051-338-8364,,051-338-8361,deokyang.es.kr,미상
덕원중학교,부산광역시 중구 망양로 356번지,051-790-8150,,051-790-8104,www.deogweon.ms.kr,미상
덕천노인교실,부산광역시 북구 덕천3동808번지,051-331-4674,,051-342-9350,,미상
덕천여자중학교,부산광역시 북구 덕천2동 485-1(지성3길 66),051-342-2796,,051-342-9809,tokchon-gm.ms.kr,미상
덕천중학교,부산광역시 북구 만덕대로 65번길 50(덕천동),051-366-3404,,051-338-9038,deokcheon.ms.kr,미상
덕천초등학교,부산광역시 북구 구포1동 133번지(백양로 1390),051-332-3198,,051-331-9193,www.dugchun.es.kr,미상
덕포여자중학교,부산광역시 사상구 사상로 310번길 110,051-304-7165,,051-305-2445,http://duckpo.ms.kr/,미상
동구 범일1동 주민자치센터,부산시동구 범일1동79-1,051-440-6301,,051-440-4943,http://jumin.busan.go.kr/dong/beomil1/main/main.jsp,미상
동구 수정1동 주민자치센터,부산 동구 수정1동1011-126번지,051-440-6181,,051-440-4936,http://jumin.busan.go.kr/dong/sujeong1/03/01.jsp,미상
동구 종합사회복지관 부설노인대학,부산광역시 동구 범일4동1542-1,051-633-3367,,051-631-3991,,미상
동구도서관,부산시 동구 성북로 36번길 54,051-440-6412,liebe582@korea.kr,051-637-4437,http://www.donggulib.busan.kr,미상
동궁초등학교,부산광역시 사상구 엄궁동 680-4(동궁길 142-3),051-315-8275,,051-315-8279,www.donggung.es.kr,미상
동래교육청,부산시 동래구 내성새싹길 33(복천동 72-8)학생건강지원과,051-550-0161,,051-556-9250,http://dongnae.pen.go.kr/,미상
동래구 명장1동 주민자치센터,부산 동래구 명장1동143-38,051-550-6541,,051-550-4943,http://jumin.busan.go.kr/dong/myeongjang1/main/main.jsp,미상
동래노인요양원,부산광역시 금정구 장전2동산38-4,051-518-8275,,051-518-8276,http://www.drnoin.or.kr/,미상
동래문화회관,부산시 동래구 문화로 337 (명륜동 137),051-550-4481,,051-550-4689,culture.dongnae.go.kr,미상
동래양로원,부산시 금정구 장전 2동산 38-4번지,051-582-1468,,051-582-0560,http://www.dongraewon.com/,미상
동래여자고등학교,부산광역시 금정구 부곡3동 산7-1(체육공원로22로),051-514-1227,,051-516-5724,www.dongnae-gh.hs.kr,미상
동래원예고등학교,부산광역시 동래구 온천1동  406번지(금강로43),051-550-3770,,051-555-4635,http://wonyea.hs.kr,미상
동래종합사회복지관,부산광역시 동래구 명장2동508-72,051-531-2460～1,,051-524-2107,www.dncc.or.kr,미상
동래중앙늘푸른대학,부산광역시 수안동2-4,051-558-1191,,051-558-8474,http://www.yeram.or.kr/,미상
동래중학교,부산광역시 동래구 명륜1동 661-10(삼성대7길 117),051-790-0809,,051-554-5036,www.dongnae.ms.kr,미상
동명초등학교,부산광역시 연제구 연산6동 1784-19번지,051-863-9603,,051-863-2966,www.dongmyung.es.kr,미상
동백중학교,부산광역시 해운대구 좌동순환로 468번가길 97,051-746-1391,,051-731-3205,www.tongbaek.ms.kr,미상
동백초등학교,부산광역시 해운대구 중2동 1518-1,051-747-6400,,051-746-4075,www.dongbaek.es.kr,미상
동부경로대학,부산광역시 금정구 서3동186-2,051-529-9090,,051-525-1880,http://cafe.daum.net/dbsilverfriend/,미상
동부삼일교회 부속 동삼경로대학,부산광역시 동래구 온천3동1450-49,051-506-0131,jkservant@naver.com,051-504-1004,http://www.db31.net,미상
동산원,부산시 수영구 광안동1108,051-752-3190,,051-752-2942,http://cafe.daum.net/dongsanwon1004/,미상
동삼동지역아동센터옹달샘,부산 영도구 동삼동322-12 2층,051-405-0713,,051-405-0763,http://happylog.naver.com/ongdalsaem.do,미상
동삼중학교,부산광역시 영도구 와치로 259,051-400-1304~5,,051-405-3208,dongsam.ms.kr,미상
동삼초등학교,부산광역시 영도구 태종로 610,051-403-9556,@,051-403-6088,http://dongsam.es.kr/,미상
동상초등학교,부산광역시 금정구 서2동 235(옥봉2로 11),051-522-1130,,051-528-5583,www.dongsang.es.kr,미상
동성원,부산시 금정구 구서2동175,051-582-4635,,051-513-5064,http://town.cyworld.com/pims/main/pims_main.asp?tid=70029679&urlstr=&urlstrsub=,미상
동성직업전문학교,부산시 부산진구 부전동229-1,051-933-3400,ds3400@hanmail.net,051-933-3403,http://www.9333400.or.kr,미상
동수영중학교,부산광역시 수영구 광안1동 산18-2번지,051-752-3355,,051-751-9674,dsuyoung.ms.kr,미상
동신중학교,부산광역시 동래구 충렬사로 51번길 38(명장2동 26-1번지),051-540-2503,,051-540-2507,www.dongshin.ms.kr,미상
동신초등학교,부산광역시 서구 대영로85번길 81-9,051-240-0700,@,051-242-1752,http://www.dongsin.es.kr,미상
동아공업고등학교,부산광역시 사하구 괴정1동 동아고2길95-1(619-46),051-200-3805,,051-205-6121,donga-tec.hs.kr,미상
동아중학교,부산광역시 수영구 호암로 55,051-752-5877,,051-756-1045,www.dong-a.ms.kr,미상
동양중학교,부산광역시 부산진구 백양산로 76(부암동),051-606-2502,,051-808-2505,dyj.ms.kr,미상
동양초등학교,부산광역시 부산진구 백양산로 99,051-819-2181,@@,051-819-2727,http://www.dong-yang.es.kr,미상
동원경로대학,부산광역시 북구 금곡동98-1번지 주공2단지내,051-361-0045,,051-361-0048,http://www.ymcadw.or.kr/,미상
동원초등학교,부산광역시 부산진구 백양산로 43,051-898-0914,@@,051-896-6764,http://www.pdw.es.kr,미상
동의중학교,부산광역시 부산진구 진남로 462번길 16,051-809-8687,,051-808-8214,www.dongeui.ms.kr,미상
동주여자중학교,부산광역시 사하구 사리로 8번길 28,051-207-3965,,051-207-3969,www.dong-ju.ms.kr,미상
동주초등학교,부산광역시 사상구 주례3동 537(동주길 80),051-790-3770,,051-7603-775,dongju.es.kr,미상
동천초등학교,부산광역시 남구 석포로26번길 22,051-644-2853,@,051-644-4414,http://www.dong-cheon.es.kr,미상
동평여자중학교,부산광역시 부산진구 백양순환로 119번길,051-817-4603,,051-806-7163,dong-pyung.ms.kr,미상
동평중학교,부산광역시 부산진구 백양순환로 119번길 12-31(부암동),051-605-1612,,051-605-1619,www.dongpyeong.ms.kr,미상
동평초등학교,부산광역시 부산진구 당감서로65번길 31,051-718-0100,@,051-718-0110,http://dongpyeong.es.kr,미상
동항중학교,부산광역시 남구 양지골로 248번지 (감만동),051-644-3103,,051-635-7030,www.donghang.ms.kr,미상
